Question	rel_label
what was Hodges appointed	3925
What is served by the Jackson County School District	1514
what Cayo District had  	871
Where was Bridport	3926
who  is subsequently suspended for two weeks	3927
Who appears as an old man	3263
who are often referred to as MLCs	3928
who played on 22 and 23 December 2005	3774
when was The Conference formed 	461
to what team was Ainge traded 	16
Who later served as National Security Advisor	2200
what was located at Langley Field	47
what take place in Kosovo	959
What was released 2002-03-31	3929
where had a literacy rate of 90 %	3930
what did Fidel Castro retain	3931
where has Scott now returned 	3932
who resides in Halifax	423
Where is Michigan State University 	3933
In what is ManX matured  	3934
who returned on March 4	2875
who  is the President of Infinity Foundation	125
Of what does General Corley take command 	660
what also take place in on-line chats	3935
what is a public high school located in Phoenix	1666
who  owns the Wackenhut Corporation	2109
Who plays David Niven	3155
When was Freedom established 	218
How many  had been deported to concentration camps	3936
what is a worldwide chain of 435 hotels	3937
what is West End	2803
of what did Salerno consis 	13
for what is Black Body Radiation  a common synonym  	3938
What was first organized in 1789	2468
what is Oberon	134
Where is Dafni	3316
Who died on March 2 , 1985	424
What did The UTA later become	2770
Where was Buddhism born	1
Where was Chief Justice John Marshall born	1
Who wasn't seen for a while	2264
Who played the role until 1988	7
for what is East Beach world famous  	2623
what is The B Division 	1507
What followed in 1998	2899
What  is still functioning in Big Sur	3939
When was SC incorporated  	281
who  has also played for the St . Louis Rams	681
Where is Sachsenhausen	243
where did Intrepid head for	3940
Where is a combination of house and garden	2023
What is Roanoke Rapids 	134
where is Central Islip	3941
who was an ardent supporter of Irish Home Rule	1843
What is Glasco	134
how did Antipas die 	18
What  is the key to a successful interview	2209
who is a Phi Beta Kappa graduate of Oberlin College	1549
What  is the study of birds	1495
what is Suncoast	1507
by whom  is The Hospital run 	422
who is Kaukauna	186
where is Williams 	134
who  provides support to the American Red Cross	3942
where did Stewart grow up	194
what  is a journal published by the American Chemical Society	1632
what was founded in 1970	308
What is served by the Dallas Independent School District	1514
What is Grizedale	1822
who is given command of SG-2	3444
What public high school is in West Allis	152
where was Kava banned in  	115
Where is Pleasant Mills	1010
where did Taki go to 	85
when did Dublin Corporation meet  	2386
when did Khattiya make news 	2012
What is 1 for	1175
what  immediately fell upon the Provisional Irish Republican Army	1492
to what did O-10 steam	1480
what does Lizzie not own 	993
 whom did Randy Savage  introduce  	3671
who signed for Clyde	2392
on what was McCulley the pilot 	3943
where was Pierce raised	365
who wrote a commentary on the Book of Job	2531
who transferred Warner Bros. Records	3944
who was educated at a number of institutions	143
who are Matoran	3868
By which company  are Lexuses built	1531
To where did Weymouth return	92
What also has a branch in Duncan	3194
Who died on May 14 , 2008	424
who appealed to the Court of Disputed Returns	3427
where is Ice hockey played 	486
who made impact on field	1147
To what are GEDCOM files somewhat similar	123
what did Italy sign	2099
what is San Bartolo	243
what is often confused with the Republic of South Africa	233
What also made motorcycles	338
with whom did Cleland become friends 	1050
for what year was a 5-speed automatic transmission also new 	3475
who is Martin Van Buren 	709
who is Evans married to 	737
To what Quads are also welcomed  	3945
who was in Neisse	659
what was Rajan appointed 	3946
What is a newspaper in Bremerton	3596
what is The Logan River	1349
what was bought for training purposes	3002
who  is identified as a thief	3281
where did Samuel move his family 	2681
when did GCC open its doors	3947
who was the fourth child of seven	2091
for what does The Florida constitution provide	770
Who does Lan meet	3948
To where did Robinson head	77
when was V5 lost 	2204
what is no longer in operation	1379
Where was Thomas born  	444
where is Washington Park	3198
who defeated The Brooklyn Brawler	974
what are shaded in gray	3949
as what is The SADR recognized 	3950
by what are Limited Partnerships  governed 	3081
when was Alienate People released 	1110
what is a historic church in Fellsmere	2410
who is a native of Cedarhurst	79
To what did Jackson change his name	1327
what census-designated place is in Torrance County	32
where  is The Society based	232
When was Spring Lake  officially incorporated 	346
who is famous for witches	1941
what is Blackwater	134
Who currently lives in Mumbai	236
of what does A new officer take command 	660
who was an employee at TSR	2474
who had been born Catherine of Valois	303
who  leads the way at Paul Ricard	244
when did The Forest Lawn Memorial Park open 	440
Who  died in October 2004	18
Who featured music by Natasha Bedingfield	3000
with what is part of the sun covered 	2642
To where did Raymond then retire	2957
what is Stevensville	1707
when were 196 individuals killed	783
to what is Riverview home	73
who is also an artist	178
when did Perry Como record the song	3017
Who fled to Syria	1079
what did Ali then deliver	3951
to where is Charlotte Hall  contiguous  	3952
who was Porter	2509
who was recalled in 2008	3953
when was A new library completed 	1473
What evolved first in Jamaica	3954
what is Rancho Santa Fe	32
Where is Gaula	1349
where was Princeton greeted	3955
when were Sewer lines  installed 	443
who finished third with 162,944 votes	3956
who was born at Cork	444
what is Curd rice	2878
of what was Persian the official language 	1200
Where does Malta have an honorary consulate 	3184
Where had a population of 185,580	871
to whom  is Griffith Park home  	73
Who spent his childhood in an orphanage	3250
What can't Evolution create 	3957
For what does Student run	1664
for where did Silversides set course  	3477
who was acutely aware of racial discrimination	3958
what did Rotem become 	1582
Where was Charles B. Aycock  born 	1
Where was Mother successful	3959
Who defeated Rey Mysterio	974
what do Vintage aircraft  make 	338
who was born in Naha	1
who  has composed soundtracks for films	3960
where has Shari appeared 	765
who is hospitalized for chronic back pain	1318
who returned to Berlin	92
what is Corbu	6
who wrote to Anselm	946
where is Waverly	3961
Who denied any tie to racism	3962
who has a record of 4 wins	3963
What is the sixth studio album by Keller Williams	3622
What  is another risk factor for magnesium loss	3647
Who gives birth to septuplets	2863
what was Hewer given 	3964
what began as wireless telegraphy	880
where does the Fighting erupt	2888
what  is sometimes misspelled as Dreadnaught	61
what paved the way for discussion	3965
who is married to Lisette	737
who failed to reach Seoul	1672
who raced for three years	3966
what is widely used by China	2935
what does Angkor Wat mean	757
who stayed here for eighteen years	3756
what immigrated to British Columbia	2347
who won re-election in 1914	1154
What  is an important part of Kyokushin	3967
What is Alpha And Omega	1589
where did Waters perform a concert in 	2418
Who were living in Fort Worth	309
who are The Hirogen	1111
where are Complex organisms rare 	3968
what is about 9 ft	881
what can include a variety of elements	1722
where is Aughrim	271
What does Tuppence secure	3969
What are the carriers of Paratyphoid Fever	3970
Who  is Johnson	2868
when was The Battalion finally disbanded 	3971
what was organized at Coldwater	3972
to what have Backlash been elevated  	2823
where was Cloquet born 	1
where has a population of around 650,000	3973
who is Keegan	3974
when was Giovanni born 	166
what does The Upper Lake have	3975
what is Palmetto	134
who is also a trustee of Boston University	2546
what is Frost	3976
who returned to Scrooby	92
What  is a neighborhood of San Diego	3316
with what is art interwoven 	10
who was elected to the National Academy of Engineering	36
What is Dexter	134
what is Centre Hall	350
What is Nixon	32
where does USADF currently operate 	3977
Where did Desjardins grow up	194
when was Shackley born	166
who died in Gainesville	18
What is Lawrence Township	43
when did A cabin break loose 	932
Who  has suggested an alternative	3763
What is first used as a pesticide	3978
who was charged with driving while intoxicated	2813
Who graduated from USC.	1870
who  wrote a number of treatises	3979
Who has spoken out against Facebook	1639
Who graduated from the University of Washington	1870
When  was Hope Cemetery established 	218
Where was Mattei born 	1
who was born in Arkansas	1
What was often used on paper money	3980
what  are sometimes associated with rebirth	847
who was Boss Hogg	854
where did Sylvan Learning begin 	608
where is Stanley	60
What has a wide variety of plug-ins	1540
What is mostly statistics	815
Where is Paxton	1010
When was KR established	455
where was Journyx founded	308
What is 7,744	3981
where were Studios located 	154
of what is Rockcastle County part	9
who moved to Waltham	33
What is headquartered in Savoy	101
What is the icon of the Magic Kingdom	1578
who was the director of Ben-Hur	3157
What census-designated place is in Maricopa County	32
what currently operates in Benin	3977
to what does Cpe generally refer	3982
who collapsed in obvious pain	1994
who is a graduate of Toi Whakaari	431
what serves the purpose of a whistle	3983
What is Appleton City	134
what is only 64 sq	3984
when was G.721 introduced 	113
What was created on May 3 , 1820	1025
when was Townsend inaugurated	3985
when were Farms much smaller	584
Who then returned to the Featherweight division	318
what did David Tennant play	3986
where is The Delaware Valley School District  located 	68
what is tolerant to a wide range of temperature	3987
What was established in London	218
what is now a UNESCO World Heritage site	67
Where is Edwards buried 	1322
Where is Detroit	2693
what is Thunder Bay 	569
What is the premier resource for networking and education , information and knowledge	3988
who was The Senator	773
who  enlisted in the Union Army	404
Where  is New Jersey Supreme Court 	2018
who's Justin Green	882
what had Tucker previously been 	3989
What was the original name of Iran	3900
who defeated Dusty Rhodes	974
What is Guayas	3990
to what did McCarthy return	92
where was Pere taken to 	364
What is also widely used in peace and conflict studies	3991
what are a majority of Chester County	3992
what can be defined on S	3993
What country finished the tournament in tenth place	3994
what is a village in Marathon County	197
What is Preston	60
what did Major sponsors include 	205
where is Cribbs living  	309
Who went on to the NFL	3606
to whom Revlon lost ground 	2853
who  show clusters of Serbs	3995
to what does Hindustani refers  	893
What are sold on a first-come , first-served basis	3996
where do Lights Go Out 	3997
what is Consensus not about 	3998
what was first published in May 1976	2521
As what is Speed listed  	511
To where did Telegraph lines come 	111
where is Ricardo	348
where is Tottington	3670
What  is a philosophical theory of textual criticism	3291
Who is Jeanneret	3999
when has Overfishing become a serious issue 	1968
who appears in Season Five	392
how will The ICC be constructed 	3659
to where were British forces forced back  	3722
Where is Puerto Morelos	60
where is Skvde	134
what is set to be released on June 14 , 2008	1575
where did Dr Wood travel to 	313
Who was born in New Holland	1
By what organisation are Additional resources also provided	1528
Where does Muu come from 	1357
what was published in 1956	66
what is a subtype of the Influenza A virus	2162
who  turned out on election day	4000
What was renovated in 2004/2005	2075
when did Liquor store close 	3140
Who is Jose Rizal	2738
Who drove to Los Angeles	789
What  is the home of Dark Horse Comics	2893
what would be on a Saturday	3566
who is Pressler	431
What is Placerville	134
how does Dante eventually die	4001
What pays for Wikiversity	827
who died at Nevers	510
To what did The Tecumsehs  get off 	590
what is Sandia	32
Where was A warehouse  erected	3486
what is Ridder	4002
where did Disraeli die  	18
What began in 1954	608
What were often compared to the Manic Street Preachers	3829
what was built in a similar way	618
Where is Barrow Hill 	1822
who came back to the United States	1682
who remained an ally of Carthage	4003
What  is primarily used to treat the symptoms of major depression	4004
when did Batistuta retire	391
Who also played in 2002	3345
who opened for Metallica	3101
who are an ethnic group in Ireland	3757
what does Russia have	175
Who was Nilus	3748
Who is Obasanjo	139
to what was Clinton promoted  	1114
What is Rockford	60
for what has Jones also choreographed  	1801
what is a city in Cooper County	134
who is the co-founder of iRobot	4005
who helped by Simon of Cyrene	3168
who  played for Duns	221
when was Lane born	166
Who won with great ease	3126
where  is The Chair also located 	1771
where was Eulenburg born	444
Where has a population of 251	871
how Battles are decided 	4006
Where  is Tannadice	197
when was Naver launched	1006
When  was Calicut University established	218
Where was Plouffe raised  	365
what included FM91	205
to what is monkeypox similar 	2122
who became president of the U.S. Conference of Mayors	719
what is sometimes Privacy related to	4007
where are Private taxis also available	4008
for what did Backus play football 	2754
who is the program manager for Artemis	2036
Who was named for David Murray	1183
where were Trees blown down 	1781
on what do local governments focus 	177
who is also an alcoholic	178
What is Holiday City	197
where  had Monica Hughes live	2293
where did Cameron die in 	18
when was 854 Naval Air Squadron first formed 	4009
By whom is Mr. Sunshine  voiced  	1158
What is Gunwharf Quays	1546
Where are Mung beans mainly cultivated 	520
inWhere was Berkus born  	1
what  flows through Manteca	2227
where is Mero	1479
to where did Hammarskjld make four trips  	2114
who is Maylene	841
who  was Hannah Lee 	4010
who was Mae	139
what is Prey Veng	358
who takes command of Hammersley	660
who is a graduate of Wesleyan University	431
to what was Snider sold 	118
what is a political party in Serbia	664
what is Avicenna not 	173
whom did Johnson instead choose 	3505
who  live on the South Campus	3019
What was Amadeus	1772
What did Mont-Tremblant replace  	4011
For whom are Points of view  NOT desirable  	3854
who was elected president of the World Jewish Congress	4012
what does Isaac Williams become 	4013
where was Fliss removed to 	708
what did Deoli have  	871
Whom does Kang then kill	2588
Of what is The Story separated 	3104
where is a neighborhood of Ljubljana	3316
What could begin as early as 2008	4014
What is a side project of Rivers Cuomo	1251
what is the fifth episode of series 5 of the BBC sit-com	4015
What is Mount Norquay	4016
How long did Ellsberg go underground	4017
who assumed the throne of Wa	1628
where was Ramsey born 	1
what was The Battle of Blenheim 	3036
What is Garner	60
how did Fisk react	4018
where did Sontag grow up 	194
For what were people persecuted  	4019
What is Erin Township	43
what were done by David Palmer	835
of what was Ravage capable  	3144
what  was just eight minutes	3025
Who took a job with S.T.A.R. Labs	4020
who introduces the children to the Lost Boys	4021
what was Ezra appointed  	1853
to what did The Common become home	1412
for how many teams did Salisbury play	221
on what did The Libertarian Party appear 	877
When  was Brown County formed 	461
Where was Bowman born 	1
who are taught by senior officers	4022
when did Parkes retire	391
What is no longer used for textile production	4023
what is Nagorno-Karabakh	1176
what animals aren't reptiles	173
who was a good friend of Arthur Wellesley	4024
who was educated in Winnipeg	4025
where is Troy	134
to whom is Fey married 	737
Who is an American publisher of role-playing games	4026
of what did Layer 4  consist	13
what are Sitting problems 	4027
when  were Publishing activities  suspended 	432
Who eventually moved to Issaquah	646
Where did Bat-Mite regularly appear	4028
who was born in San Pedro	1
what was Azada	178
Who is Illinois	1900
to what did Bingham make many contributions 	1839
what is  not far off from Conch Street	3151
What is Arabic	3540
where was Joris probably born  	1847
who writes occasionally for The Australian	3638
for where did Donna leave Los Angeles	1579
What was set up in 1977	42
what has been rejected by art	4029
What is The Riverside Restaurant	3887
Who had a similar experience in women 's doubles	1409
where were meetinghouses dedicated 	2789
when did The League  kick off 	1231
who moved to Olympique Marseille	33
of what does cinnamaldehyde smell strongly 	4030
where is Milltown	32
What is the collection of alternate universes	44
When was A crocodile farm  set up  	42
Of what is Herm a dependency  	3213
who finished with 30 percent	889
Who became a part of the Union of India	4031
what  town is in Pope County	60
Where The Amish arrive 	778
with how many voters did Bowen trail  	936
who arrived at Wellington	163
how was Amsterdam built	618
when was Launch planned	4032
who has offices in the United States	779
What intersects Highways 772 and 675	4033
How much did McNabb thraw for 	4
Into what does Inaho get	4034
What also contains two panels	3401
who was a native of Bolton	79
who was transported to St	2086
what does Webpage require	4035
what are Vedas	3780
who is Wolfson	2751
what is a noble title in the Netherlands and Belgium	4002
On what is The ARPANET covered 	4036
what is Puerto Morelos	60
who was related to Clara Barton	1855
what  is northeast of Rock Creek	1479
Which country's capital is Moscow	358
who must complete four years of English	1452
when was The Sedition Act  set to expire	2905
by what is Hoy confronted	4037
what does White have 	3870
who assumes the role of Khan	4038
In which country did Burhanuddin Rabbani  become president  	719
what does Ethan gain	1393
where was Blackmore born  	1
who digs into Gardening Australia	3567
what may result in intestinal obstruction	4039
in what is Chowder purple  	729
Where does Ginzburg currently reside 	423
Where was Aikins born 	1
who is on a family vacation	2018
how long di Georgievski play	221
who  grew up in Beverly Hills	194
of whom does Rowling say	1851
who designed the cover for Crime and Punishment	4040
what is mentioned on N 648	4041
who went to Virginia	85
who moved to Leipzig	33
What were installed in 1989	443
Who  grew up in Auburn	194
Who has appeared in comics	809
for whom Salary varies widely 	2890
where did Guisborough stay for eighteen years	3756
what did team Wiegmann play for 	221
Where is Cardington	197
For what has Turkey great potential 	2441
where do The Williams not live in 	4042
To what does Egyptian woman  give birth	2863
to whom had Robotnik lied 	4043
For whom was 2006/2007 a mixed year	1453
What is Sleepless Nights 	3794
when was WoRMS founded	308
with what  are Green and yellow colors traditionally associated	3204
what appealed to the United States Supreme court	3427
when did Online registration cease 	3497
Of what is a spin-off essentially the opposite 	4044
what Must A Game Be 	1384
how was The MI-10 listed	511
What is Dafni	3316
where does A location exist 	2243
when did Kinkaid return 	2875
What would be available in major libraries	4045
where does Ben appear	392
who does n't have a middle name	2275
Where Proxies do not apply 	1455
What does Fibromuscular dysplasia have 	3768
Who eventually returned to Spain	3578
when was Menifee County formed 	950
What is Atreyu	1072
What is made up of ordinary citizens	735
who are responsible for the Northern Ireland Assembly	3158
To whom did Sano make a confession  	2368
What  is part of the CharlestonNorth CharlestonSummerville Metropolitan Statistical Area	9
What is a residential area in South London	4046
what does Montgomery have 	4047
what was inaugurated January 11 , 1937	3985
who is Stormare	178
what  is an indie rock band from Fresno	1342
Where America Votes has offices  	779
who liberate Minsk	4048
who started in 2003	208
who  was born near Clyde	19
what does Luna have 	3963
What is similar to Virtual World	2122
where is Guayas	3990
when is Information System  established 	455
who often talks to cows	382
What  occupies an area of 66 square km	3476
Who eventually finds Midian	3817
Who  had Davis been	2543
Who flies to Cabo San Lucas	2113
what did Tyne Tees  produce 	4049
what apply during peak holiday times	4050
What  is a type of calculator	563
Where is Dexter	134
What name is a surname of British origin	4051
what is Brazil currently divided into	4052
Who introduced the concept in 1870	4053
what should n't be book reports	1728
What had an enrollment of twenty-five students	4054
what is Taka	628
Where was Balch born	1
where are Programs available	2497
what were established at Meissen	1252
what year started well for Wendlinger	3655
Since when Marshall had been playing music 	4055
When was A facsimile published  	66
What was amended in 1949	116
what  are sent by mail	858
where did Ismail grow up 	194
What is centred on Unity	1948
For whom did Hitler send	4056
for what was WMU passed over 	2913
what is Inc	4057
what is adjacent to Indian Creek	3215
until when did The Ariane  survive	4058
To whom did Graeme Smith pay tribute  	2102
what had Barr received	2585
Where  is also home to the International Crane Foundation	253
As what  was JR West incorporated 	4059
where was Beltrn born	1
what does not offer the ACT.	4060
Who was appointed a Judge of the Supreme Court of South Australia	1646
what did Henderson become 	657
What was Anabuki	628
who was Yeltsin	268
in what are LRRs involved	1155
On where is Invensys listed 	3379
What launched in 1868	3108
Where is Orthodox Christianity the dominant religion 	4061
what occurs in India	551
who was born in Kippax	1
how much does Individual transactions  usually range 	2367
In what Cleveland played a key role 	4062
What vary greatly in quality and price	796
 who have a better prognosis than older children	3782
who expelled Jews from France	4063
What was thwarted by She-Hulk	4064
Who returns to Williamsburg	92
who stood for Parliament	578
what was founded in 1864	308
who is the son of local pharmacist	942
what are common among American Eskimos	304
what is a slang word for sure	2399
what is Melrose Park	1315
who was Litchfield	79
what  has a large collection of goods wagons	2959
where is Pornography legal 	4065
who  was born in Broken Arrow	1
what was acquired by Universal Studios	4066
Who was born in Wanganui	1
Who was elevated to the Manitoba Court of Appeal	3361
what can occur within Active Directory	4067
where has a very high standard of living	3407
what does The Center have 	4068
who  is one of fourteen children	1449
where did Welk become a minister in 	3159
where was Mariotte born  	1
what is an unincorporated community in Hardin County	140
where is Sistersville	134
who was Joshua James 	4069
what is also known as Marlton	1230
what was also distributed with the IRIX operating system	829
What is Mount Vernon	134
what was Uair	1772
who started work on outside projects	4070
who criticised the use of bottled oxygen	4071
where Clowers died  	18
who appear to be a happily married couple	2690
What is Mar Vista	460
to whom was Yerevan granted	4072
What  had increased to 14,161	1763
Who was forced to flee to England	1669
what is Next step	1850
what's La Victoria	1703
who came to Los Angeles	111
who also became interested in journalism	2393
who relies mostly on anecdotal evidence	1487
What  covers an area of 25 acres	198
when did Smith play his first game 	4073
of what was McDowell given command 	3444
where did Southern whites also migrate to 	1577
Where is Hayward	197
who was born in McMinnville	1
what means composed of ananda	539
What is Ilya	2873
What is Necromancer Games	4026
What  started in 1989	208
who works for Clay	262
for what does Progress prepare 	1038
What was sold in a cardboard box	4074
when did Joseph die 	424
who has also been a member of the Minnesota Vikings	2907
who was born in Barnsley	1
What is Milieu	3605
what can help lower blood pressure	4075
who auditioned for Kate	1888
For what Concannon rushed  	1576
what focuses on translational research	177
when did Bigelow die	424
where was Champneys born  	1
what was founded in 1999	308
Who was merely playing Clark Kent	4076
where is Snelgrove	48
for what did Flutie play football 	2754
where did Blake attend 	516
What did Residential areas also suffer  	1273
Where is Springhill	1546
where was Stokes born	1
what is Jonesville	1194
when did Kimball begin manufacturing  	3610
For what  is Sheet aluminum commonly used  	2884
What were built to suit climatic conditions	1179
for what has LAX been a hub	883
who began his career in Waterville	4077
who was born in Selma	1
Where were Latter-day Saints living	309
where was Battery D  organized 	3972
who was tragically killed on 25 August 1942	3400
When was Ameen born	1
what emerged in literature	3333
where is Key Largo	32
What remained popular for specific applications	4078
whe did The IIA cease operations	3779
Where is Dumbrava   located  	807
what had been gaining ground in Scotland	1700
Who was recommended for the Medal of Honor	2198
Of what A dermatologist takes care  	285
Who relieved for psychosis	3415
What has over 500 miles	3629
who made a surprise return to Ring of Honor	1373
what  are made for social reasons	148
when was Wada arrested 	2603
What are Residents of the city called	4079
what began in 1851	608
on what is Papua New Guinea highly dependent 	2771
Where did Live tracks  record  	3860
what  is a borough in Wayne County	350
to what was Seneca assigned 	1197
what did AOPA haave	4068
where did 1466 people live	51
who became an apprentice to De la Rosa	4080
what was Jesus 	178
what was first cultivated in Asia	3377
what see benefits to airport expansion	4081
who was born in Kamenz	1
when was Union County created	1025
Where is Asolo	60
what  was presented in 1945	4082
who  was a captain in the Regular Army	3271
What is not an ethnicity	173
in what language is The Limbu language also written	2896
what is the Persian term for Scythian	4083
When Cte d'Ivoire  became independent 	4084
who is is the President of the Board of Trustees	125
who must submit a portfolio of short writing	4085
What Les decides 	4086
how is About 60 %  of the population 	159
When was Kief founded 	308
Who have been elevated to Good Article status	2823
who passed to Louis	1695
Who  was honored on May 9 , 2006	3124
What is owned by the City of Oshawa	1291
who resided in Studio City	1260
What is the sacred number of the Zia	4087
who was born on the Westside of Los Angeles	166
What has Hovnanian been  	1629
of what is Ribbon a component 	939
where was Adeline born 	1
what can Beet juice help	4075
where was Andrew born	1
where do 22,000 Russians live 	51
who are the traditional founders of Rome	688
who was also interested in natural science	2517
what does Wikipedia have 	294
What was The Truth  	749
who watches the game in horror	1755
Who began auditioning for films	4088
For what is Hunting 	1175
What is served by the Edinburg Consolidated Independent School District	1514
who opts out of Billo Barber	4089
What does Typical jobs include  	4090
who  was a passenger on the Space Shuttle Columbia	4091
For what have Kites been used	71
where is Stalos  	197
what was A trailer bundled with	4092
who trolls for sex	3201
Where  is Jackson located	154
what do The Cleveland Rams join 	210
who was not averse to wild speculation	3516
Who died on April 26 , 1969	424
where is The CX-9  built 	1483
What Operation Olympic was to do	4093
what  moves on to Edinburgh	1096
what really is a theory	3383
was completed in 1839	1473
what cancelled before completion	4094
where is Ridgeway	60
What offers the Bachelor of Education degree program	1290
what was produced in Austria	1005
what was sold to the Cincinnati Reds	118
what is Urdaneta City politically subdivided into	497
What is CSU	3313
where is Broadmoor	2452
of what decent is Short 	159
who was scheduled to be executed on October 20 , 2006	4095
who writes to Dionysius	946
what was Senator Dick Durbin elected 	4096
What is Madison Township	43
who was born in Muswell Hill	1
how does Multiplayer work 	1326
what is divided into 15 counties	376
when  was ARINC 828  adopted 	609
who was in a coma	659
what can change very quickly in football	4097
Where was Nyberg born 	1
what is Convention	4098
who was born in Tianjin	1
what does KALX offer	4099
Where can Students easily walk  	4100
what public secondary school is located in Peoria	2571
in what is Golpe mostly used	174
To where does Terra find her way 	3614
Who was also under a cyclone warning	4101
How are Carbohydrate-rich foods classified 	4102
what area is within Richardson	4103
What is a song by Gorillaz	507
what is Pioneer	197
What  are going on in Paden	4104
when was The Territory of Colorado organized 	1631
who was elected President on February 9 , 1825	2449
What traces its lineage back to the Champ	1324
who had been educated in England	4105
Where did Libra return	92
where is Buena Vista	32
what had only existed for a few seasons	3707
where did Nelson later move to 	541
who died in Houston	18
When did Governor Arnold Schwarzenegger sign the law 	2239
What was discovered on March 31 , 2005	282
what can John stop  	3378
Who was listed as Cpt	100
what has Wells had 	4106
who is Miya	268
what is The Murchison River	3586
what  became the toast of the PBA	4107
To what are Members elected	36
How many units were installed in Frankfurt	443
who is also the Roman god of fire	4108
who are a professional baseball team based in Anaheim	4109
what is a public hospital located in central Hobart	4110
on what is Western Sahara  	2018
Who was Kirk Alyn playing 	4076
who is Domo	4111
what is Caldwell	134
for what did korn open 	3101
Where is Lamar University based	232
On where is Linderman aactive	4112
who has a diverse collection of clubs	4047
what do Soviet troops liberate 	4048
how does Damping actually occur	1092
who  gives details of ordeal	1926
how many were delivered to American	4113
what does Lule have 	1070
Who went to Gallipoli	85
who died on February 19	424
where is The General Conference of Seventh-day Adventists formed	461
where does Car 1000 remain	4114
what does Voyager receive 	4115
Where is Hurstpierpoint	197
where did An additional $ 2 million go 	85
What is Babbacombe	498
what does Old Friends have 	3629
who was Zerubbabel	942
Who made two appearances in Ring of Honor	1965
where is Highway 80	3640
with what was Sulochana back 	3113
from where did Qureshi get his early education 	4116
who  indicated in parenthesis	4117
To where did Whole Foods  also move  	3783
When was Hornblower made a Captain 	3364
when did Season three begin its run	1970
who deployed to Incirlik Air Base	2291
When  was Langley officially incorporated  	346
What are hot at Sundance	4118
who migrated to Victoria	1918
who was appointed administrator of Paris	258
who travelled to Athens	313
as what did The Association serve 	3489
which country  had saved Australia	2674
to whom praise be	3820
who was Ling	4119
when did Seven students start classes	292
where is Panagia	243
where has Janome manufacturing plants	3007
what is also being produced in Buenos Aires	1719
who accounted for 22 touchdowns	1023
What mandates the provision of fire and rescue services	3119
What is located in Southwest Detroit	68
what serves Cinco Ranch	626
Where does Dooley currently live	236
who was born in Panama City	1
Who was born at Windsor	444
who met with Ellie	4120
what does Klemperer have  	2016
who  flew to Cairo	2113
who  has taken a leadership role in education reform	1358
where did Lilienthal attend	3909
Where is Jaora located  	68
With what was Loueke awarded 	3846
who was born in Saint-Quentin	1
where did Hawkins grow up  	194
what animals provide a wide array of raw materials	4121
where did Pleiss continue on to 	2323
where  was UMF held outdoors 	4122
what was severe in 1975	3202
who immigrated to Palestine	2347
what does Lakehead have 	3457
what privilage does The Netherlands have	4123
what did Segesta remain  	4003
What did Mobley not seek 	1974
where was Ashley appointed Lecturer  	2977
who was born in Wayne County	1
where was Conover not well known  	4124
who retired to Scotland	141
What is passing similar legislation	4125
for what are new names needed 	2539
What owns the freehold of Regent 's Park	4126
What was organized on April 5 , 1895	1631
when were Foundations visible 	4127
what is located along Long Island Sound	4128
where did Forster grow up	194
of what did Baker assume command	342
Who defeated Steven Richards	974
where did Artist commit suicide 	2582
how is Sufi music 	4129
what is Belly fat	2791
who fought on the Eastern Front	3907
when was The Abbey  slighted	3726
Who was Mathews	4130
From where was Greg Anderson released	1263
When did Gilbert resigne the post 	4131
who was Geraghty	431
who also sits on the Advisory Board	4132
what will Lower elevations have	3055
What is Informa Research Services	4133
Where is Needmore	1010
Who focused his efforts on Ohio	4134
who  supported the President	2496
by whom is Support delivered 	1561
where did Peterson die 	18
Where was Thompson taken first 	2336
what was added in late 2004	549
what is MSS	4135
Who has recorded numerous CDs	4136
Where is administratively subdivided into 15 barangays	1280
what is just a redirect	3025
What is part of the Minneapolis-St	9
Where was DiNardo born	1
who is tackling Osama bin Laden	3584
What is not the same as the Republic of China	4137
Who was Wood	4138
Who moved to Hammond	33
what does Book two describe	3683
Where does Malu stay	2220
on what were games published	756
what may also refer to CONTENT Management Systems	855
Where is Lakeshore Entertainment headquartered 	885
to what is Colorimetry related	1855
who  committed suicide in 1939	1863
Who were inhabitants of cities	665
What  was Bergan appointed  	1205
What affects every aspect of American life	4139
what is most popular in Canada	1426
What was established on April 20 , 1991	455
how  had Mr. Phillips agreed 	3057
what has The SSO also recorded 	4140
who are the largest ethnic group in Flatbush	2932
What passes through Jiangjin	3798
where was Gable born 	1
who is Komara	4141
where is Delavan	134
Where was Asala born  	1
what is slang for beer	270
What is a balance of city and suburb	2261
to where was Shawmut called back 	648
who was a brigadier general in the United States Air Force Reserve	4142
when did Duran Duran play  	3774
to whom is Sarah married 	737
where is Stony Creek	4143
where has a variety of cultural institutions	1070
who died on 6 March 1949	424
who has a broad background in sports	3408
who was born in Newmarket	1
where did Lamont die 	18
Who died in 1989	18
What are Karateka  	4144
where is Warangal	106
Where does Mary leave	327
What began on 1 January	349
who had previously been a member of a number of bands	3989
what does Smoking cigarettes increase	3536
Where is Lake Park	134
who was born in Ayr	1
who are not mini-adults	173
on what did Carroll serve	3404
Where was Male prostitution also common 	4145
Who won the match after penalty kicks	4146
What was the center of Arabic calligraphy	1090
To where was Patrick forced to flee  	1669
When did Ludwig Boltzmann  introduce the concept  	4053
to what did Cole return	92
who spent four years with the Survey Department	2801
What is still available through the Theosophical Society	4147
